show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s856,Movie,Crimson Peak,Spike Lee,"Viola Davis, Idris Elba",France,,2014,R,142 min,"Comedy, Stand-Up Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s767,Movie,Golden Hour,,"Leonardo DiCaprio, Oscar Isaac, Zendaya",United Kingdom,"November 15, 2019",2019,PG,129 min,Korean TV Shows,"Set against the backdrop of history, a love story that transcends time and borders."
s857,TV Show,Control Z,Denis Villeneuve,"Natalie Portman, Leonardo DiCaprio, Denzel Washington, Meryl Streep",South Korea,"May 22, 2021",2021,TV-14,6 Seasons,"Teen TV Shows, Korean TV Shows, Sports Movies",Five strangers are brought together by fate in a city that never sleeps.
s858,TV Show,Sweet Tooth,,"Zendaya, Denzel Washington, Brad Pitt, Leonardo DiCaprio, Cate Blanchett",Philippines,"December 05, 2020",2020,PG-13,3 Seasons,Anime Features,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s859,TV Show,House of Cards,Martin Scorsese,"Oscar Isaac, Meryl Streep",Germany,"March 07, 2017",2017,UR,2 Seasons,"Korean TV Shows, Thrillers, Action & Adventure",Five strangers are brought together by fate in a city that never sleeps.
s860,Movie,Hollow Ground 4,Sofia Coppola,"Leonardo DiCaprio, Idris Elba, Viola Davis, Zendaya, Meryl Streep",Sweden,"September 18, 2015",2015,TV-PG,155 min,"Independent Movies, Thrillers","When secrets from the past resurface, a family must confront the truth before it destroys them."
s861,Movie,Frozen in Time 4,Ryan Coogler,"Lupita Nyong'o, Ryan Gosling, Anthony Mackie",Japan,"March 17, 2018",2018,TV-Y7,95 min,"International Movies, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them."
s862,Movie,The Ghost Network,Barry Jenkins,"Leonardo DiCaprio, Lupita Nyong'o, Denzel Washington",Norway,"March 02, 2009",2009,R,95 min,"Romantic Movies, Horror, Music & Musicals","When secrets from the past resurface, a family must confront the truth before it destroys them."
s863,TV Show,The Crown,Sofia Coppola,"Leonardo DiCaprio, Idris Elba, Denzel Washington",France,"January 09, 2012",2012,,4 Seasons,Horror,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s864,TV Show,Black Mirror,Greta Gerwig,,France,"January 14, 2014",2014,TV-Y7,1 Season,"Comedy, Stand-Up Comedy, Children & Family Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s865,Movie,Raw Power,Greta Gerwig,"Tom Hanks, Anthony Mackie, Meryl Streep",Thailand,"November 24, 2021",2021,TV-MA,137 min,Thrillers,"Set against the backdrop of history, a love story that transcends time and borders."
s866,Movie,Glass Houses,Christopher Nolan,"Natalie Portman, Florence Pugh, Ana de Armas, Ryan Gosling",,"February 26, 2010",2010,PG-13,61 min,"Comedy, Stand-Up Comedy, Reality TV",A comedy that brilliantly captures the chaos and joy of modern family life.
s867,TV Show,Altered Carbon,David Fincher,"Meryl Streep, Brad Pitt, Cate Blanchett, Ana de Armas, Oscar Isaac",Sweden,"May 19, 2015",2015,TV-Y,5 Seasons,"Comedy, Sports Movies, Science & Nature TV","Based on true events, this documentary exposes the hidden world behind the headlines."
s868,Movie,Glass Houses,Alfonso Cuarón,"Florence Pugh, Viola Davis, Leonardo DiCaprio",Germany,"July 05, 2020",2020,PG-13,78 min,"Romantic Movies, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s869,TV Show,Lupin,Guillermo del Toro,"Ryan Gosling, Idris Elba, Denzel Washington, Meryl Streep",Indonesia,"August 20, 2017",2017,G,7 Seasons,Children & Family Movies,A detective with a troubled past investigates a series of mysterious disappearances.
s870,TV Show,Better Call Saul,Sofia Coppola,"Ryan Gosling, Cate Blanchett, Oscar Isaac, Lupita Nyong'o, Viola Davis",Brazil,"November 02, 2021",2021,PG-13,4 Seasons,Anime Features,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s871,Movie,Paper Trail,Bong Joon-ho,"Ana de Armas, Florence Pugh",United States,"August 25, 2013",2013,NR,123 min,"Sports Movies, Reality TV","Set against the backdrop of history, a love story that transcends time and borders."
s872,TV Show,Ozark,,"Brad Pitt, Viola Davis, Cate Blanchett, Lupita Nyong'o",Spain,"September 13, 2018",2018,NR,7 Seasons,Anime Features,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s873,Movie,City of Lights,Guillermo del Toro,"Idris Elba, Oscar Isaac",Brazil,"July 20, 2011",2011,TV-Y,110 min,"Sports Movies, Thrillers","When secrets from the past resurface, a family must confront the truth before it destroys them."
s874,Movie,Parallel Lives,Steven Spielberg,"Natalie Portman, Viola Davis, Anthony Mackie",Spain,"May 02, 2021",2021,PG,134 min,Children & Family Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s875,TV Show,Squid Game,Ryan Coogler,"Brad Pitt, Ana de Armas, Anthony Mackie, Leonardo DiCaprio",Philippines,,2008,R,8 Seasons,"Stand-Up Comedy, Thrillers, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them."
s876,TV Show,The Circle,Guillermo del Toro,"Idris Elba, Denzel Washington, Cate Blanchett, Viola Davis",Germany,"May 09, 2020",2020,TV-PG,1 Season,Independent Movies,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s877,Movie,Velvet Underground,,"Florence Pugh, Anthony Mackie",France,"March 19, 2016",2016,TV-G,84 min,"Drama, Documentaries",A detective with a troubled past investigates a series of mysterious disappearances.
s878,Movie,The Forgotten Path,,"Tom Hanks, Florence Pugh, Natalie Portman, Ryan Gosling",Italy,,2019,TV-PG,147 min,Horror,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s879,Movie,A Beautiful Mind,Alfonso Cuarón,"Florence Pugh, Leonardo DiCaprio",Denmark,"April 25, 2020",2020,PG,81 min,Romantic Movies,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s880,Movie,Northern Lights,Martin Scorsese,"Viola Davis, Oscar Isaac, Ana de Armas, Leonardo DiCaprio, Zendaya",Indonesia,"March 24, 2013",2013,UR,174 min,"Romantic Movies, Children & Family Movies, Horror","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s881,Movie,Digital Nomad 3,Kathryn Bigelow,"Viola Davis, Leonardo DiCaprio, Tom Hanks",South Korea,"July 14, 2009",2009,R,110 min,Comedy,A comedy that brilliantly captures the chaos and joy of modern family life.
s882,Movie,The Last Dance,Park Chan-wook,"Cate Blanchett, Anthony Mackie, Ryan Gosling, Oscar Isaac, Denzel Washington",India,"July 04, 2009",2009,TV-G,131 min,"Teen TV Shows, Thrillers, Action & Adventure",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s883,TV Show,The Crown,,"Ryan Gosling, Anthony Mackie, Brad Pitt, Natalie Portman",Spain,"April 23, 2022",2022,R,3 Seasons,"Music & Musicals, Drama, Documentaries","Set against the backdrop of history, a love story that transcends time and borders."
s884,TV Show,Bridgerton,,"Viola Davis, Denzel Washington, Ana de Armas",Australia,"June 07, 2022",2022,TV-14,7 Seasons,Independent Movies,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s885,Movie,Beyond the Horizon,Steven Spielberg,"Lupita Nyong'o, Tom Hanks, Meryl Streep, Cate Blanchett, Leonardo DiCaprio",Norway,"September 11, 2009",2009,UR,109 min,Reality TV,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s886,Movie,City of Lights,Sofia Coppola,"Ana de Armas, Brad Pitt, Meryl Streep, Viola Davis, Lupita Nyong'o",Italy,"March 21, 2006",2006,TV-14,152 min,"Action & Adventure, Korean TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s887,Movie,Frozen in Time 2,Steven Spielberg,"Denzel Washington, Zendaya",Japan,"June 26, 2017",2017,TV-G,62 min,"Thrillers, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s888,Movie,Northern Lights,Barry Jenkins,"Tom Hanks, Ana de Armas",United Kingdom,"December 14, 2013",2013,TV-14,128 min,"Sports Movies, Reality TV, Comedy","Set against the backdrop of history, a love story that transcends time and borders."
s889,Movie,Paper Trail 4,,"Lupita Nyong'o, Oscar Isaac, Natalie Portman, Cate Blanchett, Meryl Streep",Germany,"January 15, 2015",2015,TV-MA,139 min,"Teen TV Shows, Science & Nature TV",Five strangers are brought together by fate in a city that never sleeps.
s890,Movie,Ocean's Edge,,"Brad Pitt, Meryl Streep, Zendaya, Oscar Isaac",Brazil,"October 21, 2019",2019,TV-PG,65 min,Documentaries,"Set against the backdrop of history, a love story that transcends time and borders."
s891,TV Show,Locke & Key,Barry Jenkins,"Ryan Gosling, Tom Hanks, Zendaya, Idris Elba, Natalie Portman",United States,"September 15, 2010",2010,G,7 Seasons,"Reality TV, International Movies","Set against the backdrop of history, a love story that transcends time and borders."
s892,Movie,Frozen in Time,Bong Joon-ho,"Brad Pitt, Lupita Nyong'o, Viola Davis, Oscar Isaac, Ana de Armas",Mexico,"June 11, 2015",2015,,135 min,"Reality TV, Anime Features, Science & Nature TV","Set against the backdrop of history, a love story that transcends time and borders."
s893,Movie,Silent Storm,,"Tom Hanks, Zendaya, Ana de Armas, Brad Pitt",Italy,"June 12, 2000",2000,NR,112 min,"Romantic Movies, Science & Nature TV, International Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s894,TV Show,Ozark,Wes Anderson,"Anthony Mackie, Viola Davis, Tom Hanks, Brad Pitt",Mexico,"May 23, 2019",2019,NC-17,5 Seasons,"Documentaries, Reality TV, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders."
s895,TV Show,The Umbrella Academy,Steven Spielberg,"Zendaya, Cate Blanchett, Lupita Nyong'o, Tom Hanks, Brad Pitt",Philippines,,2017,NR,7 Seasons,Korean TV Shows,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s896,Movie,Crimson Peak,Guillermo del Toro,"Cate Blanchett, Lupita Nyong'o, Denzel Washington, Meryl Streep",Denmark,"February 28, 2019",2019,G,98 min,"Stand-Up Comedy, Romantic Movies, International Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s897,Movie,Paper Trail,Martin Scorsese,,Nigeria,"March 24, 2021",2021,TV-Y7,63 min,Stand-Up Comedy,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s898,Movie,Code Red 2,Taika Waititi,"Anthony Mackie, Florence Pugh, Viola Davis, Ryan Gosling",Mexico,"August 01, 2019",2019,TV-MA,178 min,"Korean TV Shows, Romantic Movies, Action & Adventure",A detective with a troubled past investigates a series of mysterious disappearances.
s899,Movie,Echoes of Tomorrow 4,,"Anthony Mackie, Brad Pitt, Cate Blanchett, Meryl Streep",Norway,"March 07, 2014",2014,R,77 min,Children & Family Movies,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s900,Movie,Golden Hour 2,Alfonso Cuarón,"Leonardo DiCaprio, Tom Hanks",Denmark,"November 13, 2019",2019,NR,130 min,"Crime TV Shows, Horror, Anime Features","Based on true events, this documentary exposes the hidden world behind the headlines."
s901,TV Show,Jupiter's Legacy,,"Lupita Nyong'o, Natalie Portman",,"June 02, 2014",2014,G,1 Season,Thrillers,A comedy that brilliantly captures the chaos and joy of modern family life.
s902,Movie,Paper Trail 2,Spike Lee,"Idris Elba, Ana de Armas, Florence Pugh, Anthony Mackie, Denzel Washington",France,"January 05, 2001",2001,R,86 min,Children & Family Movies,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s903,Movie,Velvet Underground,Bong Joon-ho,"Florence Pugh, Anthony Mackie",United States,"August 20, 2010",2010,TV-Y7,155 min,Thrillers,A detective with a troubled past investigates a series of mysterious disappearances.
s904,Movie,Neon Dreams,,"Natalie Portman, Ana de Armas, Zendaya",Argentina,"December 26, 2012",2012,G,118 min,British TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s905,TV Show,Lupin,,"Zendaya, Leonardo DiCaprio, Viola Davis",Nigeria,"September 15, 2019",2019,NC-17,8 Seasons,"Independent Movies, Crime TV Shows, Anime Features","Based on true events, this documentary exposes the hidden world behind the headlines."
s906,TV Show,Ozark,Spike Lee,"Meryl Streep, Brad Pitt, Viola Davis, Idris Elba",Turkey,"March 11, 2016",2016,TV-MA,3 Seasons,Crime TV Shows,"Set against the backdrop of history, a love story that transcends time and borders."
s907,TV Show,Ozark,Ryan Coogler,"Anthony Mackie, Lupita Nyong'o, Ryan Gosling, Tom Hanks, Ana de Armas",France,"April 15, 2013",2013,TV-G,3 Seasons,Horror,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s908,Movie,The Silent House 3,Wes Anderson,"Natalie Portman, Ana de Armas",Nigeria,"November 03, 2018",2018,NR,97 min,"Comedy, Children & Family Movies, Horror",Five strangers are brought together by fate in a city that never sleeps.
s909,TV Show,Better Call Saul,,"Viola Davis, Zendaya, Lupita Nyong'o, Ana de Armas",Argentina,"August 13, 2010",2010,PG-13,4 Seasons,"Sports Movies, Thrillers, British TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s910,Movie,Golden Hour 2,David Fincher,"Anthony Mackie, Idris Elba, Viola Davis",Indonesia,,2021,R,97 min,"International Movies, Sports Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s911,TV Show,Warrior Nun,Park Chan-wook,"Leonardo DiCaprio, Tom Hanks, Natalie Portman, Lupita Nyong'o",,"September 22, 2015",2015,TV-MA,4 Seasons,"Sports Movies, Independent Movies, Anime Features","Set against the backdrop of history, a love story that transcends time and borders."
s912,Movie,Paper Trail,,"Viola Davis, Oscar Isaac, Zendaya",Spain,"March 06, 2016",2016,TV-G,113 min,Reality TV,Five strangers are brought together by fate in a city that never sleeps.
s913,Movie,Hollow Ground,Christopher Nolan,"Viola Davis, Denzel Washington, Zendaya, Tom Hanks",Nigeria,"June 25, 2018",2018,PG-13,115 min,Sports Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s914,Movie,Shadow Protocol,Jordan Peele,"Meryl Streep, Brad Pitt, Oscar Isaac",Thailand,"June 04, 2019",2019,TV-MA,128 min,Comedy,A detective with a troubled past investigates a series of mysterious disappearances.
s915,TV Show,Squid Game,Spike Lee,"Denzel Washington, Lupita Nyong'o",Germany,"September 22, 2019",2019,TV-Y,6 Seasons,"Horror, Science & Nature TV, Teen TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines."
s916,TV Show,Shadow and Bone,Christopher Nolan,"Cate Blanchett, Ryan Gosling",India,,2019,NC-17,3 Seasons,"Music & Musicals, Independent Movies, Sports Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s917,TV Show,On My Block,David Fincher,"Zendaya, Florence Pugh, Brad Pitt, Ana de Armas, Tom Hanks",Nigeria,"March 04, 2014",2014,R,3 Seasons,Action & Adventure,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s918,Movie,Glass Houses,,"Viola Davis, Zendaya, Tom Hanks, Ryan Gosling",Brazil,"October 25, 2021",2021,TV-PG,170 min,"Sports Movies, Horror, Science & Nature TV","Set against the backdrop of history, a love story that transcends time and borders."
s919,TV Show,House of Cards,,"Viola Davis, Ryan Gosling",Norway,"July 14, 2012",2012,,1 Season,Drama,Five strangers are brought together by fate in a city that never sleeps.
