show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,added_month_name,duration_minutes,duration_seasons,genre_count,primary_genre,content_age_years,content_age_group,audience_segment
s475,TV Show,Shadow and Bone,Guillermo del Toro,"Meryl Streep, Tom Hanks",Unknown,"June 23, 2007",2007,NC-17,5 Seasons,"Thrillers, Horror, Sports Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2007,6,Jun,,5,3,Thrillers,16,Classic (11-20y),Adults
s476,TV Show,Dark,Denis Villeneuve,"Cate Blanchett, Ryan Gosling, Oscar Isaac, Lupita Nyong'o, Zendaya",Spain,"February 09, 2016",2016,NR,6 Seasons,"Children & Family Movies, Romantic Movies, Action & Adventure","When secrets from the past resurface, a family must confront the truth before it destroys them.",2016,2,Feb,,6,3,Children & Family Movies,7,Moderate (6-10y),Unrated
s477,Movie,Whispering Walls,Unknown,"Oscar Isaac, Florence Pugh, Brad Pitt",Japan,"June 25, 2017",2017,UR,168 min,"Documentaries, Horror, Children & Family Movies",Five strangers are brought together by fate in a city that never sleeps.,2017,6,Jun,168,,3,Documentaries,6,Moderate (6-10y),Unrated
s478,Movie,Dark Waters 2,Alfonso Cuarón,"Brad Pitt, Meryl Streep, Tom Hanks, Lupita Nyong'o, Denzel Washington",Denmark,"February 24, 2016",2016,PG-13,94 min,Independent Movies,A comedy that brilliantly captures the chaos and joy of modern family life.,2016,2,Feb,94,,1,Independent Movies,7,Moderate (6-10y),Teens
s479,Movie,Code Red,Bong Joon-ho,"Florence Pugh, Cate Blanchett, Denzel Washington, Brad Pitt",India,"November 13, 2008",2008,TV-Y,84 min,"Thrillers, Anime Features",A comedy that brilliantly captures the chaos and joy of modern family life.,2008,11,Nov,84,,2,Thrillers,15,Classic (11-20y),Kids
s480,Movie,Quantum Leap,Ava DuVernay,"Cate Blanchett, Lupita Nyong'o, Meryl Streep",Unknown,"May 08, 2017",2017,PG,72 min,Anime Features,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2017,5,May,72,,1,Anime Features,6,Moderate (6-10y),Family
s481,TV Show,Mindhunter,Jordan Peele,"Leonardo DiCaprio, Meryl Streep, Denzel Washington, Ryan Gosling",Brazil,Not Available,2013,NR,6 Seasons,"Horror, Drama",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,,,,,6,2,Horror,10,Moderate (6-10y),Unrated
s482,Movie,Shattered Mirror 4,Bong Joon-ho,"Leonardo DiCaprio, Zendaya, Viola Davis",Argentina,"January 19, 2008",2008,TV-G,124 min,Horror,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2008,1,Jan,124,,1,Horror,15,Classic (11-20y),Family
s483,TV Show,Ginny & Georgia,Barry Jenkins,"Ryan Gosling, Idris Elba, Natalie Portman, Tom Hanks",Unknown,"September 25, 2014",2014,NR,2 Seasons,"Music & Musicals, Drama","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2014,9,Sep,,2,2,Music & Musicals,9,Moderate (6-10y),Unrated
s484,TV Show,The Haunting of Hill House,Martin Scorsese,"Lupita Nyong'o, Leonardo DiCaprio, Cate Blanchett, Zendaya",Italy,"July 21, 2011",2011,PG,8 Seasons,"Thrillers, Anime Features, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.,2011,7,Jul,,8,3,Thrillers,12,Classic (11-20y),Family
s485,Movie,Midnight in Paris,Jordan Peele,"Meryl Streep, Zendaya, Ryan Gosling",Canada,"June 10, 2018",2018,TV-G,147 min,Sports Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2018,6,Jun,147,,1,Sports Movies,5,Recent (3-5y),Family
s486,Movie,Digital Nomad,Spike Lee,"Lupita Nyong'o, Tom Hanks, Meryl Streep, Anthony Mackie",Japan,Not Available,2009,TV-14,60 min,Anime Features,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",,,,60,,1,Anime Features,14,Classic (11-20y),Teens
s487,Movie,Fire & Ice 4,Unknown,"Denzel Washington, Ana de Armas, Tom Hanks",Nigeria,"January 16, 2014",2014,PG,109 min,"Reality TV, Documentaries",A detective with a troubled past investigates a series of mysterious disappearances.,2014,1,Jan,109,,2,Reality TV,9,Moderate (6-10y),Family
s488,Movie,The Final Frontier 3,Denis Villeneuve,"Tom Hanks, Idris Elba, Anthony Mackie, Cate Blanchett",Japan,"November 15, 2014",2014,PG,72 min,Music & Musicals,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2014,11,Nov,72,,1,Music & Musicals,9,Moderate (6-10y),Family
s489,Movie,Fire & Ice,Chloe Zhao,"Ana de Armas, Brad Pitt, Natalie Portman, Oscar Isaac, Anthony Mackie",United States,"March 20, 2007",2007,TV-Y7,107 min,Korean TV Shows,A comedy that brilliantly captures the chaos and joy of modern family life.,2007,3,Mar,107,,1,Korean TV Shows,16,Classic (11-20y),Kids
s490,TV Show,Lupin,Unknown,"Tom Hanks, Brad Pitt, Idris Elba, Leonardo DiCaprio, Natalie Portman",Turkey,"November 04, 2005",2005,PG,5 Seasons,"Independent Movies, Crime TV Shows, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them.",2005,11,Nov,,5,3,Independent Movies,18,Classic (11-20y),Family
s491,Movie,Midnight in Paris 4,Ava DuVernay,"Tom Hanks, Ryan Gosling, Ana de Armas",Philippines,"May 24, 2014",2014,PG-13,148 min,Documentaries,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2014,5,May,148,,1,Documentaries,9,Moderate (6-10y),Teens
s492,TV Show,Altered Carbon,Kathryn Bigelow,"Cate Blanchett, Natalie Portman, Leonardo DiCaprio",India,"March 27, 2015",2015,NC-17,8 Seasons,"Korean TV Shows, Documentaries, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2015,3,Mar,,8,3,Korean TV Shows,8,Moderate (6-10y),Adults
s493,Movie,The Ghost Network,Unknown,"Viola Davis, Ryan Gosling, Ana de Armas",Argentina,"October 16, 2008",2008,TV-MA,149 min,Sports Movies,"Based on true events, this documentary exposes the hidden world behind the headlines.",2008,10,Oct,149,,1,Sports Movies,15,Classic (11-20y),Adults
s494,Movie,Midnight in Paris 3,Greta Gerwig,"Leonardo DiCaprio, Zendaya, Tom Hanks, Lupita Nyong'o, Idris Elba",Turkey,"August 24, 2022",2022,TV-Y,124 min,"Romantic Movies, Stand-Up Comedy, Music & Musicals","Based on true events, this documentary exposes the hidden world behind the headlines.",2022,8,Aug,124,,3,Romantic Movies,1,Very Recent (0-2y),Kids
s495,Movie,Frozen in Time,Unknown,"Oscar Isaac, Ana de Armas, Florence Pugh, Anthony Mackie",Philippines,"November 16, 2006",2006,TV-Y7,83 min,"Music & Musicals, Korean TV Shows, Anime Features","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2006,11,Nov,83,,3,Music & Musicals,17,Classic (11-20y),Kids
s496,Movie,Fire & Ice,Sofia Coppola,"Denzel Washington, Leonardo DiCaprio, Oscar Isaac, Ana de Armas, Lupita Nyong'o",Argentina,"April 25, 2014",2014,TV-G,172 min,Reality TV,"Based on true events, this documentary exposes the hidden world behind the headlines.",2014,4,Apr,172,,1,Reality TV,9,Moderate (6-10y),Family
s497,Movie,Paper Trail,Ava DuVernay,"Oscar Isaac, Anthony Mackie",United States,"August 13, 2008",2008,TV-Y,85 min,"Independent Movies, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2008,8,Aug,85,,2,Independent Movies,15,Classic (11-20y),Kids
s498,TV Show,Ozark,Wes Anderson,"Denzel Washington, Zendaya, Leonardo DiCaprio",Japan,"January 12, 2010",2010,PG-13,6 Seasons,Music & Musicals,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2010,1,Jan,,6,1,Music & Musicals,13,Classic (11-20y),Teens
s499,Movie,Shadow Protocol,Wes Anderson,"Ana de Armas, Zendaya, Ryan Gosling, Denzel Washington",Indonesia,"March 26, 2018",2018,PG,89 min,Korean TV Shows,A comedy that brilliantly captures the chaos and joy of modern family life.,2018,3,Mar,89,,1,Korean TV Shows,5,Recent (3-5y),Family
s500,Movie,Glass Houses,Steven Spielberg,"Ana de Armas, Meryl Streep, Florence Pugh, Denzel Washington, Tom Hanks",Sweden,"October 02, 2014",2014,TV-PG,179 min,"Drama, Comedy",Five strangers are brought together by fate in a city that never sleeps.,2014,10,Oct,179,,2,Drama,9,Moderate (6-10y),Family
s501,Movie,Northern Lights,Ava DuVernay,"Brad Pitt, Ryan Gosling, Florence Pugh",Philippines,"February 26, 2012",2012,G,157 min,Stand-Up Comedy,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2012,2,Feb,157,,1,Stand-Up Comedy,11,Classic (11-20y),Kids
s502,Movie,Dark Waters 2,Bong Joon-ho,Unknown,Indonesia,"April 01, 2014",2014,TV-G,128 min,"Reality TV, Drama, Teen TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2014,4,Apr,128,,3,Reality TV,9,Moderate (6-10y),Family
s503,TV Show,Never Have I Ever,Denis Villeneuve,"Tom Hanks, Meryl Streep, Natalie Portman, Oscar Isaac, Zendaya",Japan,Not Available,2013,G,1 Season,Children & Family Movies,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",,,,,1,1,Children & Family Movies,10,Moderate (6-10y),Kids
s504,Movie,The Last Train,Ava DuVernay,"Ana de Armas, Zendaya, Idris Elba, Cate Blanchett",Australia,"February 09, 2019",2019,PG,154 min,"Children & Family Movies, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2019,2,Feb,154,,2,Children & Family Movies,4,Recent (3-5y),Family
s505,TV Show,Emily in Paris,Unknown,"Ryan Gosling, Viola Davis, Ana de Armas",Italy,"August 09, 2022",2022,NR,4 Seasons,"Teen TV Shows, Romantic Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2022,8,Aug,,4,2,Teen TV Shows,1,Very Recent (0-2y),Unrated
s506,TV Show,Shadow and Bone,Kathryn Bigelow,"Oscar Isaac, Meryl Streep, Leonardo DiCaprio, Natalie Portman, Florence Pugh",Brazil,"October 13, 2006",2006,PG,7 Seasons,"Comedy, Children & Family Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2006,10,Oct,,7,2,Comedy,17,Classic (11-20y),Family
s507,Movie,The Iron Curtain,Unknown,"Meryl Streep, Ryan Gosling, Anthony Mackie, Viola Davis",Mexico,"October 07, 2020",2020,NC-17,139 min,"Science & Nature TV, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them.",2020,10,Oct,139,,2,Science & Nature TV,3,Recent (3-5y),Adults
s508,TV Show,The Haunting of Hill House,Jordan Peele,"Florence Pugh, Zendaya, Ana de Armas, Oscar Isaac, Ryan Gosling",Turkey,"January 09, 2009",2009,R,2 Seasons,Teen TV Shows,A detective with a troubled past investigates a series of mysterious disappearances.,2009,1,Jan,,2,1,Teen TV Shows,14,Classic (11-20y),Adults
s509,Movie,Whispering Walls,Chloe Zhao,"Ryan Gosling, Anthony Mackie, Idris Elba, Oscar Isaac",Unknown,"May 28, 2014",2014,TV-MA,61 min,"Comedy, Stand-Up Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2014,5,May,61,,2,Comedy,9,Moderate (6-10y),Adults
s510,Movie,Neon Dreams,Sofia Coppola,"Ryan Gosling, Oscar Isaac",United Kingdom,"May 09, 2020",2020,NC-17,82 min,Korean TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2020,5,May,82,,1,Korean TV Shows,3,Recent (3-5y),Adults
s511,Movie,Desert Rain,Wes Anderson,"Idris Elba, Leonardo DiCaprio, Ryan Gosling, Ana de Armas, Cate Blanchett",Spain,"June 18, 2019",2019,G,73 min,Music & Musicals,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2019,6,Jun,73,,1,Music & Musicals,4,Recent (3-5y),Kids
s512,Movie,Shattered Mirror,Sofia Coppola,"Florence Pugh, Meryl Streep, Idris Elba, Brad Pitt",Mexico,"July 21, 2014",2014,TV-Y,80 min,"Comedy, International Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2014,7,Jul,80,,2,Comedy,9,Moderate (6-10y),Kids
s513,Movie,Paper Trail,Ryan Coogler,Unknown,Australia,"February 08, 2007",2007,TV-MA,153 min,"Teen TV Shows, Documentaries",A comedy that brilliantly captures the chaos and joy of modern family life.,2007,2,Feb,153,,2,Teen TV Shows,16,Classic (11-20y),Adults
s514,Movie,Starfall,Wes Anderson,"Idris Elba, Tom Hanks, Cate Blanchett, Zendaya, Oscar Isaac",Italy,"February 23, 2019",2019,TV-Y,105 min,"Music & Musicals, Action & Adventure, Stand-Up Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2019,2,Feb,105,,3,Music & Musicals,4,Recent (3-5y),Kids
s515,Movie,The Redemption Arc 4,Sofia Coppola,"Natalie Portman, Anthony Mackie, Brad Pitt",Thailand,"February 03, 2014",2014,NC-17,123 min,"Romantic Movies, Thrillers, Sports Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2014,2,Feb,123,,3,Romantic Movies,9,Moderate (6-10y),Adults
s516,Movie,The Last Dance,Unknown,Unknown,United Kingdom,"July 12, 2021",2021,TV-PG,97 min,Crime TV Shows,Five strangers are brought together by fate in a city that never sleeps.,2021,7,Jul,97,,1,Crime TV Shows,2,Very Recent (0-2y),Family
s517,Movie,Hollow Ground 4,Ava DuVernay,"Ana de Armas, Natalie Portman",Nigeria,"December 06, 2019",2019,TV-G,70 min,Drama,"Set against the backdrop of history, a love story that transcends time and borders.",2019,12,Dec,70,,1,Drama,4,Recent (3-5y),Family
s518,Movie,Code Red,Ryan Coogler,"Viola Davis, Ryan Gosling, Ana de Armas, Zendaya, Tom Hanks",Brazil,"September 19, 2017",2017,G,109 min,"Thrillers, Horror","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2017,9,Sep,109,,2,Thrillers,6,Moderate (6-10y),Kids
s519,TV Show,Altered Carbon,Alfonso Cuarón,"Ryan Gosling, Zendaya, Oscar Isaac, Viola Davis, Meryl Streep",Brazil,"March 10, 2012",2012,TV-G,2 Seasons,Anime Features,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2012,3,Mar,,2,1,Anime Features,11,Classic (11-20y),Family
s520,Movie,The Phoenix Project,Spike Lee,"Meryl Streep, Oscar Isaac",United States,"May 19, 2015",2015,G,166 min,"International Movies, Documentaries","When secrets from the past resurface, a family must confront the truth before it destroys them.",2015,5,May,166,,2,International Movies,8,Moderate (6-10y),Kids
s521,Movie,Beyond the Horizon,Martin Scorsese,"Cate Blanchett, Viola Davis, Anthony Mackie, Meryl Streep",United Kingdom,"August 21, 2014",2014,TV-PG,100 min,Science & Nature TV,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2014,8,Aug,100,,1,Science & Nature TV,9,Moderate (6-10y),Family
s522,TV Show,The Circle,Guillermo del Toro,"Leonardo DiCaprio, Cate Blanchett",South Korea,"August 27, 2016",2016,NC-17,5 Seasons,Romantic Movies,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2016,8,Aug,,5,1,Romantic Movies,7,Moderate (6-10y),Adults
s523,TV Show,Ginny & Georgia,Christopher Nolan,"Denzel Washington, Natalie Portman, Ryan Gosling, Zendaya, Cate Blanchett",Unknown,"October 08, 2015",2015,TV-14,3 Seasons,"Children & Family Movies, International Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2015,10,Oct,,3,2,Children & Family Movies,8,Moderate (6-10y),Teens
s524,Movie,Quantum Leap,Guillermo del Toro,"Zendaya, Meryl Streep, Cate Blanchett, Oscar Isaac, Tom Hanks",South Korea,"June 22, 2011",2011,PG,159 min,"Independent Movies, Science & Nature TV","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2011,6,Jun,159,,2,Independent Movies,12,Classic (11-20y),Family
s525,Movie,The Iron Curtain,Denis Villeneuve,"Idris Elba, Tom Hanks",Turkey,"May 16, 2021",2021,NC-17,65 min,"Sports Movies, Science & Nature TV","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2021,5,May,65,,2,Sports Movies,2,Very Recent (0-2y),Adults
s526,Movie,The Last Dance,Unknown,"Idris Elba, Denzel Washington",Unknown,"December 11, 2015",2015,UR,66 min,"Romantic Movies, Stand-Up Comedy, Teen TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2015,12,Dec,66,,3,Romantic Movies,8,Moderate (6-10y),Unrated
s527,TV Show,Lupin,Unknown,"Zendaya, Anthony Mackie, Denzel Washington",Japan,Not Available,2022,R,7 Seasons,"Comedy, Thrillers",A detective with a troubled past investigates a series of mysterious disappearances.,,,,,7,2,Comedy,1,Very Recent (0-2y),Adults
s528,Movie,Starfall,Kathryn Bigelow,"Ryan Gosling, Ana de Armas",Indonesia,"February 03, 2021",2021,NR,155 min,"Korean TV Shows, Horror, Documentaries","Set against the backdrop of history, a love story that transcends time and borders.",2021,2,Feb,155,,3,Korean TV Shows,2,Very Recent (0-2y),Unrated
s529,Movie,Ocean's Edge 4,Jordan Peele,"Florence Pugh, Ryan Gosling, Ana de Armas, Leonardo DiCaprio",Canada,"July 10, 2018",2018,TV-MA,95 min,"International Movies, Teen TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.,2018,7,Jul,95,,2,International Movies,5,Recent (3-5y),Adults
s530,Movie,A Beautiful Mind,David Fincher,"Cate Blanchett, Natalie Portman, Lupita Nyong'o, Zendaya",South Korea,"November 10, 2017",2017,TV-G,81 min,Independent Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2017,11,Nov,81,,1,Independent Movies,6,Moderate (6-10y),Family
s531,Movie,Midnight in Paris,Barry Jenkins,"Meryl Streep, Anthony Mackie, Natalie Portman",Mexico,"October 20, 2014",2014,G,86 min,"Independent Movies, Teen TV Shows, Korean TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2014,10,Oct,86,,3,Independent Movies,9,Moderate (6-10y),Kids
s532,Movie,Glass Houses,Barry Jenkins,"Cate Blanchett, Brad Pitt",United States,"April 15, 2009",2009,NR,114 min,"Thrillers, Music & Musicals",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2009,4,Apr,114,,2,Thrillers,14,Classic (11-20y),Unrated
